evaluation_id,candidate_sk,technology_sk,location_sk,application_date_sk,years_of_experience,code_challenge_score,technical_interview_score,is_hired
46465,46465,63,194,20180628,27,5,8,0
46466,46466,163,126,20210105,24,2,7,0
46467,46467,85,29,20190309,12,4,1,0
46468,46468,60,209,20220219,8,2,3,0
46469,46469,121,123,20201103,29,4,0,0
46470,46470,31,158,20210102,25,4,1,0
46471,46471,5,211,20220518,30,1,1,0
46472,46472,68,32,20200914,25,3,10,0
46473,46473,145,114,20210321,29,0,4,0
46474,46474,114,111,20190526,24,9,0,0
46475,46475,105,19,20210824,19,0,3,0
46476,46476,163,201,20200614,2,8,0,0
46477,46477,22,39,20210126,30,6,7,0
46478,46478,135,206,20201024,23,6,2,0
46479,46479,78,124,20180518,26,2,4,0
46480,46480,74,130,20190422,30,10,7,1
46481,46481,57,153,20180410,4,4,10,0
46482,46482,3,47,20200223,5,9,4,0
46483,46483,114,228,20210505,5,1,2,0
46484,46484,102,158,20210314,29,1,8,0
46485,46485,90,138,20190414,25,7,6,0
46486,46486,109,65,20190919,22,10,3,0
46487,46487,24,115,20220321,16,7,10,1
46488,46488,80,70,20190821,6,9,7,1
46489,46489,41,20,20211110,14,8,7,1
46490,46490,132,115,20190618,19,8,9,1
46491,46491,88,1,20200401,21,0,3,0
46492,46492,145,7,20200713,8,9,7,1
46493,46493,64,166,20180729,0,9,8,1
46494,46494,2,204,20200717,7,0,7,0
46495,46495,86,197,20180322,18,2,5,0
46496,46496,1,220,20210710,4,9,9,1
46497,46497,153,226,20191102,0,3,1,0
46498,46498,61,141,20190921,12,0,4,0
46499,46499,152,14,20200916,21,8,3,0
46500,46500,11,71,20220609,10,10,6,0
46501,46501,159,178,20220530,28,9,4,0
46502,46502,71,196,20190906,25,2,4,0
46503,46503,86,91,20180301,14,2,2,0
46504,46504,4,66,20201023,4,8,4,0
46505,46505,43,98,20180831,26,2,9,0
46506,46506,20,143,20190112,6,0,10,0
46507,46507,20,15,20180303,25,9,10,1
46508,46508,72,135,20200510,9,6,6,0
46509,46509,166,27,20180702,8,6,5,0
46510,46510,66,197,20220528,27,6,9,0
46511,46511,107,15,20190829,3,8,7,1
46512,46512,134,82,20220502,26,4,7,0
46513,46513,14,59,20201222,8,9,9,1
46514,46514,97,23,20180516,22,6,6,0
46515,46515,44,13,20211109,7,8,3,0
46516,46516,95,30,20181028,30,10,9,1
46517,46517,66,196,20200520,21,10,5,0
46518,46518,31,13,20220226,17,0,2,0
46519,46519,135,7,20190617,5,8,0,0
46520,46520,76,122,20200110,6,0,0,0
46521,46521,28,71,20180713,15,7,4,0
46522,46522,124,80,20201005,29,9,3,0
46523,46523,157,193,20201011,6,7,9,1
46524,46524,47,202,20181019,22,10,7,1
46525,46525,84,2,20180412,24,10,2,0
46526,46526,101,64,20211217,4,9,10,1
46527,46527,25,184,20180420,5,3,9,0
46528,46528,82,20,20180523,28,4,6,0
46529,46529,136,221,20200520,6,2,1,0
46530,46530,102,40,20210721,10,1,7,0
46531,46531,37,157,20220116,11,8,1,0
46532,46532,167,173,20211114,28,3,9,0
46533,46533,46,154,20210307,21,3,5,0
46534,46534,22,28,20191111,11,0,8,0
46535,46535,129,228,20200917,15,3,10,0
46536,46536,77,231,20190109,23,4,7,0
46537,46537,151,95,20220302,28,9,8,1
46538,46538,114,5,20180130,5,10,8,1
46539,46539,65,46,20220122,16,9,2,0
46540,46540,129,210,20220219,1,9,9,1
46541,46541,163,220,20210816,23,4,3,0
46542,46542,136,38,20180824,16,3,5,0
46543,46543,92,14,20190421,13,8,2,0
46544,46544,162,91,20220621,4,5,6,0
46545,46545,34,38,20210516,4,3,9,0
46546,46546,28,32,20220123,21,8,1,0
46547,46547,121,5,20220314,16,5,10,0
46548,46548,1,48,20200705,25,6,8,0
46549,46549,44,192,20210319,11,10,9,1
46550,46550,18,22,20190716,14,7,8,1
46551,46551,70,104,20200220,19,5,10,0
46552,46552,87,204,20220310,19,5,2,0
46553,46553,5,130,20180911,17,10,0,0
46554,46554,148,67,20220312,23,1,9,0
46555,46555,83,157,20181111,17,8,2,0
46556,46556,162,194,20200326,29,2,10,0
46557,46557,38,223,20180419,19,5,0,0
46558,46558,112,11,20200818,9,6,5,0
46559,46559,130,185,20190520,9,5,2,0
46560,46560,91,190,20210324,8,0,0,0
46561,46561,4,160,20200428,21,6,9,0
46562,46562,105,220,20190618,26,3,6,0
46563,46563,14,15,20220109,20,10,10,1
46564,46564,62,228,20180409,11,8,8,1
46565,46565,28,215,20190513,28,4,6,0
46566,46566,156,191,20190911,20,8,0,0
46567,46567,154,242,20210329,3,6,4,0
46568,46568,1,8,20201002,28,5,8,0
46569,46569,39,226,20181127,17,2,1,0
46570,46570,19,143,20201025,15,9,5,0
46571,46571,111,28,20201009,4,0,7,0
46572,46572,71,58,20200609,23,5,2,0
46573,46573,140,212,20190202,1,9,8,1
46574,46574,137,49,20180515,12,10,3,0
46575,46575,63,81,20200824,17,5,6,0
46576,46576,126,116,20220621,5,3,4,0
46577,46577,40,83,20211115,15,2,3,0
46578,46578,40,28,20180223,19,3,1,0
46579,46579,77,76,20201112,20,5,4,0
46580,46580,90,14,20201210,12,9,2,0
46581,46581,72,55,20181010,17,6,1,0
46582,46582,54,243,20200222,27,9,5,0
46583,46583,167,68,20191024,16,10,0,0
46584,46584,4,24,20190723,30,3,1,0
46585,46585,30,205,20201013,3,5,7,0
46586,46586,145,38,20220626,10,6,8,0
46587,46587,144,54,20210521,3,7,7,1
46588,46588,135,219,20180506,6,3,0,0
46589,46589,117,210,20190904,26,0,7,0
46590,46590,81,116,20180816,5,6,4,0
46591,46591,138,176,20220321,10,8,2,0
46592,46592,14,217,20210611,13,6,6,0
46593,46593,121,17,20220114,30,4,5,0
46594,46594,63,137,20181031,20,6,3,0
46595,46595,58,48,20200510,14,9,5,0
46596,46596,3,49,20190418,23,6,7,0
46597,46597,151,232,20210425,3,5,6,0
46598,46598,152,17,20210221,26,0,7,0
46599,46599,16,47,20181217,7,4,4,0
46600,46600,93,136,20210824,18,7,7,1
46601,46601,84,52,20210226,7,3,9,0
46602,46602,108,110,20211121,2,3,1,0
46603,46603,164,157,20220102,29,9,8,1
46604,46604,59,141,20190521,11,9,0,0
46605,46605,14,223,20210526,27,3,9,0
46606,46606,85,225,20190121,4,9,6,0
46607,46607,16,1,20201220,18,1,7,0
46608,46608,1,42,20210525,19,9,7,1
46609,46609,8,176,20181228,27,4,7,0
46610,46610,48,197,20190919,7,0,5,0
46611,46611,7,215,20211104,9,7,8,1
46612,46612,134,62,20210427,27,5,7,0
46613,46613,10,184,20201014,20,3,3,0
46614,46614,52,194,20180817,22,10,2,0
46615,46615,33,90,20200926,16,7,5,0
46616,46616,22,157,20200430,23,6,7,0
46617,46617,88,143,20180110,7,3,9,0
46618,46618,126,28,20210810,23,8,5,0
46619,46619,91,122,20190209,16,8,2,0
46620,46620,48,213,20181204,27,1,10,0
46621,46621,152,178,20200717,3,1,4,0
46622,46622,88,30,20180724,9,0,9,0
46623,46623,167,207,20181113,20,9,3,0
46624,46624,43,115,20180624,2,6,10,0
46625,46625,44,224,20210222,25,10,9,1
46626,46626,64,152,20210519,9,8,7,1
46627,46627,64,239,20220430,30,5,2,0
46628,46628,77,103,20200624,18,2,8,0
46629,46629,151,77,20191012,26,5,6,0
46630,46630,55,95,20210526,20,4,3,0
46631,46631,76,90,20190323,5,1,7,0
46632,46632,166,45,20200705,12,2,0,0
46633,46633,103,14,20180514,26,9,1,0
46634,46634,163,153,20181118,1,10,2,0
46635,46635,116,113,20210807,23,2,1,0
46636,46636,16,24,20200519,7,0,6,0
46637,46637,140,121,20200815,18,2,1,0
46638,46638,126,16,20210725,1,6,7,0
46639,46639,116,20,20200209,10,6,8,0
46640,46640,121,23,20191225,22,8,10,1
46641,46641,141,185,20210906,3,2,0,0
46642,46642,48,231,20190712,1,10,10,1
46643,46643,109,22,20180206,1,2,5,0
46644,46644,15,160,20190418,4,4,3,0
46645,46645,150,13,20191007,19,0,5,0
46646,46646,112,2,20200618,26,7,0,0
46647,46647,74,184,20190120,20,8,4,0
46648,46648,89,55,20180114,0,1,8,0
46649,46649,10,77,20180528,3,0,0,0
46650,46650,119,101,20181002,13,1,10,0
46651,46651,19,224,20180127,13,6,5,0
46652,46652,48,142,20180823,22,5,8,0
46653,46653,34,197,20200517,9,6,8,0
46654,46654,152,93,20210114,22,6,3,0
46655,46655,42,33,20220517,30,4,0,0
46656,46656,52,108,20211008,8,3,6,0
46657,46657,168,79,20181216,13,2,1,0
46658,46658,136,44,20180411,3,1,8,0
46659,46659,60,180,20191015,21,6,3,0
46660,46660,121,196,20210407,27,3,0,0
46661,46661,89,17,20210202,9,5,10,0
46662,46662,30,160,20220505,30,5,10,0
46663,46663,77,6,20220603,5,7,2,0
46664,46664,32,100,20211101,19,9,4,0
46665,46665,91,27,20210401,28,9,9,1
46666,46666,38,24,20200702,16,1,4,0
46667,46667,26,67,20191123,18,9,7,1
46668,46668,100,187,20200520,4,7,3,0
46669,46669,21,141,20211102,4,9,7,1
46670,46670,137,137,20190604,23,2,0,0
46671,46671,117,28,20200807,4,8,9,1
46672,46672,83,60,20180501,18,7,4,0
46673,46673,60,164,20200908,1,3,3,0
46674,46674,43,168,20180119,29,8,4,0
46675,46675,132,50,20180412,12,1,6,0
46676,46676,77,237,20210210,12,5,1,0
46677,46677,7,9,20211105,18,7,3,0
46678,46678,164,200,20201221,28,6,5,0
46679,46679,100,51,20200617,15,0,2,0
46680,46680,104,167,20180730,12,1,7,0
46681,46681,94,242,20201223,3,4,9,0
46682,46682,26,229,20190311,21,5,1,0
46683,46683,161,46,20220304,30,0,3,0
46684,46684,162,101,20190616,27,6,7,0
46685,46685,25,170,20200223,11,9,4,0
46686,46686,138,145,20200413,16,6,7,0
46687,46687,84,58,20190519,23,8,10,1
46688,46688,3,214,20200519,24,1,4,0
46689,46689,27,173,20200702,23,10,0,0
46690,46690,75,191,20200305,16,3,10,0
46691,46691,47,182,20210315,20,3,2,0
46692,46692,87,142,20190403,27,6,3,0
46693,46693,93,36,20180525,14,5,6,0
46694,46694,54,209,20210813,29,10,9,1
46695,46695,42,148,20190929,27,10,5,0
46696,46696,159,165,20180708,2,3,10,0
46697,46697,27,152,20191113,30,8,4,0
46698,46698,13,52,20191224,23,7,3,0
46699,46699,107,84,20220511,21,0,10,0
46700,46700,50,53,20181022,25,3,7,0
46701,46701,119,174,20220213,9,0,4,0
46702,46702,109,225,20220127,20,9,4,0
46703,46703,107,232,20191109,13,6,7,0
46704,46704,113,11,20210904,13,10,3,0
46705,46705,32,146,20200313,4,1,0,0
46706,46706,108,204,20220209,16,8,9,1
46707,46707,75,138,20210112,25,4,7,0
46708,46708,83,219,20190918,29,5,8,0
46709,46709,24,135,20201109,18,9,5,0
46710,46710,38,164,20210327,7,3,7,0
46711,46711,42,228,20180420,8,9,3,0
46712,46712,23,146,20190227,29,7,2,0
46713,46713,12,32,20190527,14,9,6,0
46714,46714,18,55,20180404,1,4,0,0
46715,46715,23,202,20190914,23,2,1,0
46716,46716,2,56,20180713,21,2,3,0
46717,46717,114,238,20211117,16,2,0,0
46718,46718,6,149,20201010,22,3,7,0
46719,46719,59,242,20180603,9,9,10,1
46720,46720,75,174,20180119,5,8,5,0
46721,46721,131,226,20220512,30,8,4,0
46722,46722,23,206,20210902,4,1,10,0
46723,46723,55,19,20180721,23,8,8,1
46724,46724,84,179,20200112,1,3,4,0
46725,46725,13,34,20210903,4,9,1,0
46726,46726,18,10,20200511,29,10,3,0
46727,46727,109,236,20180813,29,9,9,1
46728,46728,111,175,20191128,19,1,4,0
46729,46729,11,105,20220127,10,0,8,0
46730,46730,46,75,20200623,24,4,8,0
46731,46731,69,44,20210531,14,9,0,0
46732,46732,25,116,20190119,16,1,5,0
46733,46733,43,196,20220201,17,1,9,0
46734,46734,36,213,20211020,14,5,4,0
46735,46735,23,186,20190518,30,5,6,0
46736,46736,40,175,20210329,12,6,4,0
46737,46737,53,28,20200723,16,8,3,0
46738,46738,135,92,20190630,16,8,2,0
46739,46739,74,27,20210912,5,1,6,0
46740,46740,18,89,20190707,26,10,10,1
46741,46741,48,4,20180208,12,1,10,0
46742,46742,164,168,20200410,26,0,3,0
46743,46743,7,195,20220629,10,9,0,0
46744,46744,27,130,20180630,18,8,10,1
46745,46745,96,65,20211029,25,7,3,0
46746,46746,161,202,20211110,25,6,3,0
46747,46747,147,138,20191029,14,1,7,0
46748,46748,21,56,20191213,22,9,5,0
46749,46749,129,180,20190313,9,0,6,0
46750,46750,43,169,20200227,3,10,5,0
46751,46751,22,112,20200609,29,0,1,0
46752,46752,84,2,20180612,11,1,3,0
46753,46753,48,19,20220206,12,0,3,0
46754,46754,40,6,20200330,14,6,5,0
46755,46755,8,93,20200510,3,8,3,0
46756,46756,99,198,20190424,9,6,4,0
46757,46757,32,124,20220320,20,3,4,0
46758,46758,146,233,20190305,23,9,8,1
46759,46759,141,177,20190813,15,4,5,0
46760,46760,42,36,20220524,12,2,4,0
46761,46761,120,222,20210217,7,7,3,0
46762,46762,158,6,20180809,2,6,6,0
46763,46763,48,222,20200312,30,10,2,0
46764,46764,79,208,20190718,22,3,1,0
46765,46765,163,139,20191024,15,6,4,0
46766,46766,60,55,20220201,15,0,3,0
46767,46767,63,197,20201113,3,0,3,0
46768,46768,124,184,20220308,16,3,10,0
46769,46769,14,195,20200124,1,0,10,0
46770,46770,23,38,20210712,8,3,3,0
46771,46771,127,148,20190211,4,8,6,0
46772,46772,43,37,20210809,12,7,4,0
46773,46773,122,44,20220114,29,5,7,0
46774,46774,48,7,20200913,9,2,1,0
46775,46775,68,129,20190809,3,6,10,0
46776,46776,21,132,20200704,8,4,4,0
46777,46777,101,121,20220703,23,8,1,0
46778,46778,161,167,20201213,20,3,4,0
46779,46779,145,50,20181127,27,5,8,0
46780,46780,99,13,20210729,14,2,1,0
46781,46781,43,120,20210106,23,4,8,0
46782,46782,123,50,20210110,9,9,7,1
46783,46783,23,102,20191028,4,8,1,0
46784,46784,60,24,20211109,11,10,7,1
46785,46785,70,193,20220517,6,6,8,0
46786,46786,134,90,20210222,13,10,5,0
46787,46787,21,99,20181116,12,5,10,0
46788,46788,10,211,20191026,29,7,1,0
46789,46789,63,50,20190901,9,1,9,0
46790,46790,63,121,20191225,20,1,5,0
46791,46791,50,242,20190919,18,0,7,0
46792,46792,11,77,20220409,3,8,0,0
46793,46793,36,159,20181223,13,7,7,1
46794,46794,98,191,20190508,28,10,3,0
46795,46795,67,59,20210511,4,8,7,1
46796,46796,66,139,20180316,10,1,6,0
46797,46797,26,169,20210105,1,9,6,0
46798,46798,19,129,20190619,30,3,7,0
46799,46799,14,11,20210310,29,2,10,0
46800,46800,164,15,20210421,7,9,7,1
46801,46801,25,184,20211210,7,10,7,1
46802,46802,128,167,20180831,7,0,0,0
46803,46803,19,69,20190819,4,0,0,0
46804,46804,73,118,20210212,4,8,2,0
46805,46805,145,9,20181103,17,4,10,0
46806,46806,134,213,20200825,26,8,7,1
46807,46807,32,110,20220326,29,2,8,0
46808,46808,76,19,20220426,10,10,5,0
46809,46809,66,9,20200412,10,4,6,0
46810,46810,31,6,20200130,21,2,1,0
46811,46811,119,144,20210703,19,1,10,0
46812,46812,67,124,20200327,5,10,8,1
46813,46813,49,107,20200701,26,2,4,0
46814,46814,168,60,20190306,22,8,10,1
46815,46815,164,120,20190830,7,3,0,0
46816,46816,140,233,20211017,22,8,5,0
46817,46817,21,234,20210929,27,3,9,0
46818,46818,32,12,20180211,2,4,2,0
46819,46819,40,69,20211212,4,2,7,0
46820,46820,139,209,20220129,22,1,9,0
46821,46821,47,200,20201116,12,9,10,1
46822,46822,10,232,20220505,11,7,10,1
46823,46823,66,102,20220102,20,3,9,0
46824,46824,52,48,20190627,25,4,4,0
46825,46825,105,207,20211017,11,8,2,0
46826,46826,161,24,20220124,29,9,7,1
46827,46827,85,227,20220426,11,9,4,0
46828,46828,40,15,20180805,12,9,6,0
46829,46829,103,75,20200321,28,4,9,0
46830,46830,154,26,20190630,14,0,9,0
46831,46831,162,179,20191009,17,0,1,0
46832,46832,159,137,20210605,29,5,7,0
46833,46833,154,220,20190406,1,1,4,0
46834,46834,67,189,20180816,19,9,10,1
46835,46835,144,222,20220427,28,2,5,0
46836,46836,107,142,20190102,8,2,10,0
46837,46837,53,66,20190715,22,5,5,0
46838,46838,149,110,20180909,16,2,0,0
46839,46839,31,95,20180914,16,4,5,0
46840,46840,141,186,20211023,3,6,0,0
46841,46841,68,16,20191025,10,0,9,0
46842,46842,152,172,20220324,16,8,5,0
46843,46843,113,197,20190329,15,1,5,0
46844,46844,46,72,20191109,13,8,0,0
46845,46845,19,101,20191021,17,3,2,0
46846,46846,108,242,20180212,26,7,7,1
46847,46847,39,146,20181223,22,2,10,0
46848,46848,40,55,20200511,28,6,2,0
46849,46849,60,59,20200123,25,10,7,1
46850,46850,46,156,20190728,25,10,7,1
46851,46851,14,152,20180114,1,7,10,1
46852,46852,71,229,20180629,20,4,2,0
46853,46853,160,216,20200530,8,2,9,0
46854,46854,64,6,20191115,21,8,0,0
46855,46855,121,182,20220122,0,9,10,1
46856,46856,82,212,20190904,22,2,0,0
46857,46857,68,93,20210804,15,3,4,0
46858,46858,43,151,20201023,5,4,3,0
46859,46859,84,219,20210426,0,6,2,0
46860,46860,101,90,20180819,22,3,1,0
46861,46861,99,178,20180511,17,0,0,0
46862,46862,156,75,20180322,3,3,8,0
46863,46863,31,203,20181030,29,3,5,0
46864,46864,159,37,20190727,25,7,9,1
46865,46865,82,201,20210625,0,6,10,0
46866,46866,101,143,20200129,7,2,10,0
46867,46867,127,188,20211218,28,8,10,1
46868,46868,95,130,20200119,4,0,0,0
46869,46869,21,136,20190405,6,1,2,0
46870,46870,111,198,20181219,23,2,2,0
46871,46871,81,80,20190701,4,9,9,1
46872,46872,70,22,20191214,3,2,10,0
46873,46873,109,113,20190710,28,9,8,1
46874,46874,126,118,20190215,17,6,1,0
46875,46875,28,16,20220315,1,0,9,0
46876,46876,95,179,20200716,25,4,4,0
46877,46877,53,93,20190107,0,10,10,1
46878,46878,48,23,20190610,13,10,10,1
46879,46879,125,47,20200119,24,2,0,0
46880,46880,39,71,20200916,4,6,2,0
46881,46881,133,39,20190223,9,0,10,0
46882,46882,142,99,20180120,1,9,3,0
46883,46883,102,78,20180317,6,0,8,0
46884,46884,110,218,20191101,27,7,7,1
46885,46885,116,150,20190314,28,4,1,0
46886,46886,161,131,20200117,18,9,3,0
46887,46887,123,62,20220315,13,2,2,0
46888,46888,19,187,20191012,16,0,8,0
46889,46889,76,54,20201224,23,6,10,0
46890,46890,19,125,20200922,21,4,8,0
46891,46891,151,33,20180503,19,1,0,0
46892,46892,110,244,20180131,5,9,9,1
46893,46893,8,88,20211006,24,4,5,0
46894,46894,91,231,20210202,19,8,9,1
46895,46895,68,221,20201021,21,4,5,0
46896,46896,5,69,20210122,14,0,9,0
46897,46897,133,137,20210808,1,7,7,1
46898,46898,60,71,20211227,30,6,6,0
46899,46899,1,190,20220117,14,3,2,0
46900,46900,60,11,20200707,25,9,10,1
46901,46901,84,68,20190816,25,0,6,0
46902,46902,117,32,20210528,22,2,4,0
46903,46903,64,97,20181017,7,5,4,0
46904,46904,110,153,20190816,3,10,10,1
46905,46905,44,148,20191031,10,7,10,1
46906,46906,78,213,20181108,19,2,10,0
46907,46907,160,192,20180210,11,9,7,1
46908,46908,131,207,20210209,9,3,6,0
46909,46909,37,87,20210819,2,7,9,1
46910,46910,18,43,20190501,20,10,3,0
46911,46911,38,147,20190102,3,2,7,0
46912,46912,82,238,20200525,10,7,7,1
46913,46913,165,5,20191215,25,10,2,0
46914,46914,15,137,20211014,29,9,10,1
46915,46915,9,200,20220116,0,10,1,0
46916,46916,126,192,20190831,27,1,1,0
46917,46917,42,131,20210323,17,2,9,0
46918,46918,101,19,20200922,12,3,2,0
46919,46919,38,200,20191208,16,5,5,0
46920,46920,1,3,20220108,24,8,10,1
46921,46921,71,38,20210107,25,10,3,0
46922,46922,56,226,20181006,25,3,8,0
46923,46923,152,99,20211114,30,1,3,0
46924,46924,55,26,20180130,20,0,3,0
46925,46925,155,178,20211125,25,7,3,0
46926,46926,31,75,20210214,17,8,3,0
46927,46927,158,45,20220604,26,8,8,1
46928,46928,58,19,20180129,13,1,2,0
46929,46929,58,212,20220114,13,6,4,0
46930,46930,14,54,20190825,14,10,3,0
46931,46931,25,182,20210813,22,10,6,0
46932,46932,123,206,20190121,12,10,7,1
46933,46933,40,96,20210724,2,10,5,0
46934,46934,153,183,20180614,29,4,10,0
46935,46935,67,235,20200211,2,2,9,0
46936,46936,46,149,20190714,21,2,0,0
46937,46937,101,222,20190508,3,10,1,0
46938,46938,9,197,20201116,27,3,1,0
46939,46939,9,195,20220619,6,1,5,0
46940,46940,148,196,20180314,6,7,9,1
46941,46941,142,130,20201114,0,6,2,0
46942,46942,142,127,20191118,4,7,1,0
46943,46943,21,150,20190418,30,10,0,0
46944,46944,29,94,20191018,20,6,4,0
46945,46945,48,18,20180927,30,2,9,0
46946,46946,130,195,20211010,13,0,4,0
46947,46947,36,240,20191023,28,6,8,0
46948,46948,56,241,20200319,25,0,9,0
46949,46949,16,24,20190924,25,6,10,0
46950,46950,46,224,20200801,4,2,9,0
46951,46951,147,16,20181019,2,7,7,1
46952,46952,94,137,20210826,17,8,9,1
46953,46953,138,145,20180422,14,5,9,0
46954,46954,54,190,20180502,16,4,3,0
46955,46955,73,51,20190105,7,5,3,0
46956,46956,65,6,20210612,0,9,7,1
46957,46957,126,140,20190825,15,3,5,0
46958,46958,127,54,20180727,13,2,8,0
46959,46959,4,9,20180407,28,3,5,0
46960,46960,137,129,20210504,29,3,5,0
46961,46961,59,118,20210518,11,10,8,1
46962,46962,42,197,20190420,20,4,8,0
46963,46963,14,78,20210613,21,7,4,0
46964,46964,5,196,20180826,13,3,6,0
46965,46965,25,20,20220311,10,4,10,0
46966,46966,110,221,20211126,21,9,4,0
46967,46967,26,207,20190217,9,8,7,1
46968,46968,138,76,20190718,13,0,1,0
46969,46969,145,178,20191129,9,2,3,0
46970,46970,26,45,20200928,7,0,10,0
46971,46971,23,182,20180523,7,5,9,0
46972,46972,99,234,20220530,19,5,10,0
46973,46973,23,151,20190711,19,8,2,0
46974,46974,91,237,20220422,23,3,10,0
46975,46975,68,10,20210314,15,8,2,0
46976,46976,51,22,20211204,26,8,10,1
46977,46977,155,49,20180417,16,2,4,0
46978,46978,75,185,20200417,1,4,4,0
46979,46979,28,91,20200515,30,2,8,0
46980,46980,148,215,20220521,24,8,7,1
46981,46981,98,59,20200731,28,7,2,0
46982,46982,81,71,20190528,29,1,0,0
46983,46983,33,194,20190429,8,0,3,0
46984,46984,103,184,20180313,22,1,6,0
46985,46985,48,240,20200621,2,5,7,0
46986,46986,46,26,20180904,26,3,9,0
46987,46987,37,138,20190421,22,8,0,0
46988,46988,54,32,20180614,23,8,1,0
46989,46989,126,15,20190422,20,1,4,0
46990,46990,156,49,20200313,8,10,0,0
46991,46991,137,24,20180412,30,3,7,0
46992,46992,60,208,20190702,24,2,1,0
46993,46993,96,182,20220220,7,6,0,0
46994,46994,19,115,20190721,18,9,5,0
46995,46995,102,211,20210410,1,8,3,0
46996,46996,103,125,20191026,17,6,7,0
46997,46997,60,28,20210524,25,4,1,0
46998,46998,88,35,20210317,22,2,10,0
46999,46999,96,202,20191021,18,3,5,0
47000,47000,12,44,20190604,7,6,3,0
47001,47001,67,165,20191121,12,7,5,0
47002,47002,101,50,20180904,4,9,7,1
47003,47003,60,149,20211206,5,10,2,0
47004,47004,33,27,20211104,13,6,6,0
47005,47005,75,154,20191007,15,7,5,0
47006,47006,118,10,20211107,16,6,7,0
47007,47007,32,170,20220329,17,10,6,0
47008,47008,70,58,20211008,6,1,1,0
47009,47009,43,54,20191231,26,8,3,0
47010,47010,148,55,20190627,8,4,4,0
47011,47011,64,4,20190101,15,6,10,0
47012,47012,65,7,20180507,18,3,4,0
47013,47013,142,163,20220428,25,0,4,0
47014,47014,22,186,20210424,22,10,3,0
47015,47015,133,64,20190619,10,10,2,0
47016,47016,152,104,20201231,1,0,3,0
47017,47017,16,49,20190709,6,6,9,0
47018,47018,48,72,20190225,18,5,5,0
47019,47019,107,61,20200104,9,3,10,0
47020,47020,137,151,20210724,12,5,6,0
47021,47021,61,178,20190609,5,1,2,0
47022,47022,83,48,20180813,6,8,8,1
47023,47023,24,19,20181027,14,6,10,0
47024,47024,137,102,20210227,30,4,4,0
47025,47025,160,202,20180504,14,6,3,0
47026,47026,65,204,20210611,10,2,8,0
47027,47027,118,119,20220424,7,2,3,0
47028,47028,126,197,20190326,10,1,1,0
47029,47029,21,218,20190824,8,10,2,0
47030,47030,123,83,20190516,24,5,2,0
47031,47031,22,183,20211215,6,4,5,0
47032,47032,96,238,20210607,14,6,9,0
47033,47033,108,212,20200822,26,3,6,0
47034,47034,79,56,20210402,8,10,2,0
47035,47035,18,104,20180617,3,10,8,1
47036,47036,35,134,20180910,21,6,7,0
47037,47037,145,31,20200528,8,5,1,0
47038,47038,96,128,20180519,30,5,6,0
47039,47039,132,164,20190819,24,0,0,0
47040,47040,77,186,20220407,13,6,8,0
47041,47041,80,94,20200204,21,5,0,0
47042,47042,65,192,20220206,7,8,0,0
47043,47043,153,43,20190928,8,1,7,0
47044,47044,79,182,20180803,23,9,0,0
47045,47045,29,173,20200416,23,1,0,0
47046,47046,91,220,20210817,15,0,10,0
47047,47047,61,96,20200217,26,9,0,0
47048,47048,57,7,20190312,22,5,9,0
47049,47049,15,229,20200808,4,7,8,1
47050,47050,41,73,20210205,11,8,6,0
47051,47051,14,139,20181025,21,6,3,0
47052,47052,22,108,20200228,27,5,9,0
47053,47053,17,91,20200218,16,4,7,0
47054,47054,5,77,20190722,17,7,4,0
47055,47055,86,80,20220213,25,2,9,0
47056,47056,61,55,20201023,1,9,7,1
47057,47057,107,21,20180228,25,6,0,0
47058,47058,4,165,20220630,19,7,0,0
47059,47059,21,48,20200221,19,10,8,1
47060,47060,62,99,20190411,28,7,10,1
47061,47061,168,12,20191214,26,3,10,0
47062,47062,131,94,20180604,28,6,1,0
47063,47063,24,160,20220214,28,2,0,0
47064,47064,114,208,20210513,1,1,6,0
47065,47065,63,77,20190913,25,1,9,0
47066,47066,158,126,20201108,26,2,4,0
47067,47067,155,25,20200917,17,6,8,0
47068,47068,107,179,20211005,26,2,8,0
47069,47069,7,215,20190614,8,6,8,0
47070,47070,158,166,20200910,26,4,6,0
47071,47071,19,171,20220401,29,7,7,1
47072,47072,96,46,20180720,22,5,0,0
47073,47073,162,22,20180904,8,1,5,0
47074,47074,31,143,20210220,28,6,1,0
47075,47075,6,172,20191208,7,10,4,0
47076,47076,153,156,20210531,1,3,4,0
47077,47077,30,147,20191016,4,1,8,0
47078,47078,151,203,20190306,16,5,1,0
47079,47079,102,222,20190306,14,2,9,0
47080,47080,84,73,20220311,21,0,4,0
47081,47081,23,112,20190826,11,8,9,1
47082,47082,100,102,20190124,6,5,9,0
47083,47083,150,182,20220309,21,7,2,0
47084,47084,158,57,20211109,26,2,10,0
47085,47085,162,219,20181118,23,2,10,0
47086,47086,118,8,20220418,19,6,7,0
47087,47087,93,44,20181217,28,1,2,0
47088,47088,27,214,20200701,24,10,8,1
47089,47089,155,90,20190215,3,5,10,0
47090,47090,166,56,20220502,19,0,5,0
47091,47091,43,12,20191120,29,9,5,0
47092,47092,68,121,20190104,5,6,9,0
47093,47093,30,127,20180616,26,3,9,0
47094,47094,110,168,20210520,1,9,2,0
47095,47095,113,196,20200929,23,3,4,0
47096,47096,108,205,20220510,25,10,10,1
47097,47097,167,40,20220506,25,3,6,0
